org.coolreader#120001:	  Not good can't open epub file 
org.coolreader#121803:	   One small bug. When the book is read out, problem with stopping voice. Otherwise great app 
org.coolreader#121809:	   I love all the user control in this app. Being able to choose the background - texture, solid color, etc.; the infinite font color choice; font size and font, just to name a few, but VERY important choices. Unfortunately, there are some weird glitches, although rare, where a book just will not open. And I cannot figure out why. Those few books are formated exactly the same as all the others, and will open in other apps. But, I'm too spoiled by Cool Reader to enjoy reading them in those inferior apps. Would love it if the authors would contact me to help figure this out! WHAT HAPPENED TO THE SHORTCUTS BAR A CROSS THE TOP OF THE SCREEN??? 
org.coolreader#121810:	   Latest update(3.1.2-48) still crashes on orientation change on moto g 
org.coolreader#121829:	   I think it is the best e-reader app. Thank you for considering Nook Touch users. There are still problems with .mobi books: wrong positions of pictures, table of contents is empty. Please, fix. Adding support for docx, PDF and maybe djvu would be great. 
org.coolreader#121840:	  Great fixes in the upd.but you still didn't fix the upside down thing on moto g while having autodisplay on. 
org.coolreader#121843:	   Never had a format issue. Never loses my place in novels, even when switching through a lot of texts. Default page look is very easy on the eyes. Many options for customising. Great app. 
org.coolreader#121847:	  Problem with change file name /like list of books! 
org.coolreader#121848:	   Cool Reader is far the best reader regarding css formatting in *.epub books. Unfortunately, there is bug with quotation marks from Update 3.1.2-48. Languages like german, dutch, dansk, czech, slovak, slovene, hungarian and maybe others use quotes of 99-66 type (&bdquo; and &ldquo;) and opening quotation marks are no more glued with quoted text - reader renders line break AFTER opening quote instead of BEFORE. 
org.coolreader#121859:	   Thanks to the latest fix and return of the mobi format support I have no reason to switch this app to any other ebook reader. Nice app :) 
org.coolreader#121865:	  Mobile format fixed - spacibo bolshoi, Vadim 
org.coolreader#121877:	  Unable to open any books since the update today. Would give 5 stars if this was fixed 
org.coolreader#121883:	   Needs improving n bug fixes....grrrr! 
org.coolreader#121891:	   Earlier versions apparently work with mobi - but not this one. Problem is not resolved as of 9/8/14. Works fine with epub. But the point is to have one that will read both. 
org.coolreader#121892:	   I mostly use cool reader to read epub format. And it works well. But while downloading books from opds catalogs, if there is any error, whatever you try, it doesn't happen and the same old error is displayed 
org.coolreader#121893:	   Loved this app and previously gave it 5 stars but just lately I get part way through some of the books and it just wont go any further. Have tried deleting book and reloading but that is not working either. Its not the book as it works on other devices. Very frustrating. 
org.coolreader#121897:	  Fantastic app. Although there is a problem after the latest upgrade: fullscreen doesn't work correctly on Samsung Galaxy S, Android 2.1. 
org.coolreader#121902:	   I love reading and I have tried many different ebook readers for my Galaxy Grand so far. However, they were not as visually attractive and format compatible as I wished. I would only recommend fixing one minor bug that shuts the app down randomly. 
org.coolreader#121903:	   Good reader. Add pdf format. Crashes often on Note 3 Neo. 
org.coolreader#121911:	   Don't use anything else. 
org.coolreader#121915:	  cant read mobi files....plz fix it 
org.coolreader#121920:	   In previous versions this could read mobi files without problems. Now there are html tags all over the place. Bad :( please fix asap 
org.coolreader#121921:	   The app works good on sgs2, but not working properly on sgs4, unable to save settings, default fonts are too small. 
org.coolreader#121923:	   Been enjoying for years, but now crashes every time. Cleared cache & data, uninstalled & reinstalled. No go! Help please! 
org.coolreader#121926:	   I use to love this app and use it all he time but now I can't use it at all took 30 min to load a book I was reading and now I have to start ever book over won't load where I left off 
org.coolreader#121933:	   It has a lot of features and it is very easy to use. There are problems with recognizing words in some books I tried to read 
org.coolreader#121938:	   Dunno why. But uninstalled after not fixing it. 
org.coolreader#121950:	  A great reader if the crash issue is really fixed. 
org.coolreader#121953:	   Very good. Never crashed. Never lost bookmarks. 
org.coolreader#121954:	   Earlier I had some problems, but I discovered that the problems were with the files. The app itself is fully functioning. 
org.coolreader#121958:	   I have this app on all my devices. Been using it without any problems for years. Dont look elsewhere. This is one of the good ones 
org.coolreader#121965:	   3stars for old time'sake.Used to love this reader.Now it doesn't even read .mobi format ebooks,it shows html source code every time you open an .mobi book,i tried unistalling and reinstalling it,didn't solve the problem.Plse fix it. 
org.coolreader#121971:	   It just crashed everytime 
org.coolreader#121974:	   Can't open pdb format 
org.coolreader#121977:	  It has to be the worst possible reading experience on this earth having the book you're reading shut close on you, and then going back to it to find out that your mark was lost. This app crashes too frequently: useless. 
org.coolreader#121984:	   Was brilliant! !! Now after the last update, it crashes after every few minutes.. Please fix this. 
org.coolreader#121989:	  It crashes a lot recently. Otherwise it has always been a nice app 
org.coolreader#121992:	   I'm using galaxy note 2. After updating new version all my books appear text coding then I cannot read them anymore. Please fix it asap 
org.coolreader#121993:	  I love this app.should have given 5,but most of the time it crashes and open with a new oage 
org.coolreader#121996:	   An awesome app....but in the new update mobi files don't open for me.. 
org.coolreader#122006:	   Please fix it. 
org.coolreader#122010:	   But after last update I noticed that it start to crash. UPD: looks like issue fixed. Thanks (: 
org.coolreader#122013:	   I had a downloaded book and I couldn't get it to .Show on my Kindle app.It was the right format .But it wouldn't, I downloaded this here.I had no problems pulling up my book on this .Great book app! 
org.coolreader#122016:	   Same problem as someone else reported it shows text plus computer code. Same file reads perfectly on Moon reader. Will have to delete this app. 
org.coolreader#122019:	  Won't open up this app wasted a lot a mb for no reason 
org.coolreader#122020:	   I don't get tired of reading on my tablet thanks to this app and all it's features 
org.coolreader#122028:	   Great reader. Sometimes crashes and doesn't always keep the last book Full 
org.coolreader#122033:	   Uninstalling since it is not working with pdb files 
org.coolreader#122035:	   Whenever I open a mobi file it also shows the code that modifies the text. This is a huge issue. I love the app on all other counts and will raise the rating if this improves. 
org.coolreader#122039:	   Animation does not work as expected (as in previous version). Book page is re-displayed 3 times. Can be corrected somewhat by switching animation off in development options 
org.coolreader#122065:	   Nice app but it crashes regularly and I keep losing my page. It's got so bad that I exit my book every few pages to save my page, in anticipation of a crash. Fix this and get 5 stars! 
org.coolreader#122066:	  Sometimes jumbles up epub books. Usually fixable by restarting. 
org.coolreader#122068:	  Doesn't work with Samsung 10.1 anymore. Used to be great. Not now. 
org.coolreader#122072:	   Instead it display the html tags... Other readers able to open without problem... 
org.coolreader#122073:	   It can't find any of my pdf files,so i now use Adobe and i have no problem. 
org.coolreader#122074:	   Used to be great, but now its totally messed up with .mobi format books - showing html like stuff around every paragraph making reading totally impossible. Please, please fix 
org.coolreader#122077:	   Crash all the time 
org.coolreader#122082:	  I used to be able to read my pdf on this but now they don't even show up on the list of books anymore please fix 
org.coolreader#122092:	   Stops virtually every time I read a book since the last update. Happened 3 times in the last 10 minutes! Update - months later & is still crashing out & losing my place every few minutes! Looking for a replacement reader! 
org.coolreader#122094:	  it crashes suddenly in big ebooks files! 
org.coolreader#122096:	   I must be lucky. I've not had any of the problems other reviewers write about. I use this daily and love it. I use it as a reader with calibre companion as my library organizer and it works well. The file open function is a bit limited but calibre fixes that. The interface is clean and uncluttered. The touch screen customisation is good and the brightness option is really handy. (Nexus 4 on 4.4.3) 
org.coolreader#122101:	   Have used it for sometime now and I am very impressed easy interface and a nice backgrounds and fonts still by far the best of all the readers and now the problem with mobi and html have been resolved .very easy to use and the adaptive background removes the strain in night mode ..well done 
org.coolreader#122106:	  Loved it, then the update ruined it. I went from only reading at home to reading everywhere. Please fix and add a reset or default feature and I will rate it a 5 
org.coolreader#122108:	  I have changed device and can't get the same app with my books on the new one.Help... 
org.coolreader#122111:	   I don't know if it's a kitkat problem or something. There must be a workaround though 
org.coolreader#122116:	  Great app but with the latest update mobile format became unreadable. There are some html like codes between the lines, please fix it and I'll give 5 stars again! 
org.coolreader#122121:	  Doesn't handle all .mobi files.. Cannot open all files.. 
org.coolreader#122126:	   Does everything that other eBook readers do and then some. Can open more formats then any other, but not all. Some, like Kindle, are proprietary to that format and are not open source. But otherwise, this application does the most. Highly recommend it for general eBook reading. No problems found so far. Thx. 
org.coolreader#122131:	   Have tried quite a few other readers but always come back to this one. But seem to be getting a lot of crashes when trying to access books on my SD card. But can't find another reader as user friendly. Still wish I could store my books in the catergories I have filed them in; eg. Crime thrillers, bios, history etc. But still the best for me. 
org.coolreader#122133:	   It's a cool reader, but it cannot get table of contents. I hope next build will fix this. Thank you 
org.coolreader#122151:	  Crashes incessantly. I can't open my txt files at all. 
org.coolreader#122152:	  It saidnit can read pdb files, but it cant..... please fix this, i'll give you 5 stars 
org.coolreader#122157:	   Used to love this app but now I get these weird punctuation symbols instead of spaces , paragraphs etc in the text of my books. Other devices of mine do this too so it must be a bug rather than settings or my files Shame, will now look for another reader. 
org.coolreader#122162:	  Love it. Only problem is that occasionally it switches itself off and looses the page. But it is minor problem. 
org.coolreader#122172:	   Im using this app sinse ling bt sinse last update thrs wiered problem in it the text of book(.prc file) is complemented with some comupter code fr eg Plz fix ths error.... 
org.coolreader#122180:	  Stopped seeing my add on flash memory card after updating to android 4.4.2. On Lg G pad. Before it was great. Hope you will solve this issue. On another program, all is fine. I'll have to use the other application for now. 
org.coolreader#122189:	  Didn't open my mobi books 
org.coolreader#122191:	   Fix it please, your reader was the best 
org.coolreader#122195:	  Was a 5 but this is horrible, odd characters all over the place . No chapter titles and regularly loses bookmarks. This goes for previously perfect books, not just new ones. Any one know of cure for this problem or how to remove update? 
org.coolreader#122202:	   This app started out awesome. Best ebook reader I had tried. But it's been going downhill since. Has been crashing every five minutes today. 
org.coolreader#122204:	   I really liked coolreader because it has so many customizations but recently it keeps crashing whenever I try to do anything other than turn pages while reading. 
org.coolreader#122209:	   Was a huge fan of this app, but ive just updated it and now most of my books have a computer code through them which makes them unreadable, very disappointed :( hopefully this can be fixed soon so I can enjoy using the app again. 
org.coolreader#122217:	   I found a better reader app after this one crashed all the time. It didn't do a good job of keeping track where you were so I was doing more searching than reading 
org.coolreader#122218:	  Can't read books in my y300 huawei. Useless. crashed when i open 
org.coolreader#122220:	   I used this app for a while, but i won't anymore, as - after upgrading to KitKat- it doesn't see my external SD card, where my books are stored. Shame... Update: new version hasn't got this issue, problem fixed, thanks a lot! Five stars again. 
org.coolreader#122221:	   I use the tts feature a lot since it allows me to still be able to read books while doing chores at home. Lately though, there are some books wherein the tts feature just goes back to previous paragraphs and repeats it over and over and does not move on anymore even if you reset it and place the marker on the page you should be reading next. Shoutout to the developers, i hope this issue can be fixed. :) thanks! 
org.coolreader#122226:	   But problem with.mobi files 
org.coolreader#122230:	  Upgraded to Gal Tab 3 7 Now .mobi files load eith HTML code making reading impossible. Fix this and it's back to 5 stars Gary 
org.coolreader#122233:	   Congratulations for making this, as it supports many useful file types. Though I wish there was an option to resize the page we are reading and most importantly I believe u should fix the quality of a page! 
org.coolreader#122240:	  Very much bugs and errors. Delete. HTC one 
org.coolreader#122244:	   Can't open mobi file in my xperia z1s. 
org.coolreader#122247:	   I have been using this application for few months now. Suddenly few days back it started showing up  in the book (mobi & epub) format. very frustrating. Please fix. 
org.coolreader#122250:	   after you read one page, it will not sync back to same page... page alignment changes frequently.. 
org.coolreader#122255:	   fix the MOBI or take it off yr list! 
org.coolreader#122257:	  Excellent customisable ebook reader with awesome old paper like backgrounds. Antialiasing. Various different fonts. And overall decent interface. One complaint. For some reason page turning is exceptionally smooth with my older Galaxy s3. With the galaxy s4 it's very choppy. Ended up disabling the animation but I miss it. Hopefully this will be fixed in time. Still a great ebook reader. 
org.coolreader#122263:	   Please fix MOBI. Then this will hit 5 stars again. 
org.coolreader#122266:	    crash crash 
org.coolreader#122267:	   I have read tons of books with this app, but all of a sudden when I put a book on here there is a whole bunch of code and bits of book all jumbled up...please fix... 
org.coolreader#122268:	   UI sucks. Does not open chm properly. Author should review his coding & its logic. But I will appreciate the efforts the author has put. 
org.coolreader#122295:	  Was a 5 star app until it stopped working with mobi files and it will be again as soon as that issue is resolved. 
org.coolreader#122299:	   some mobi files are now full of html! used to love this reader. please fix it! 
org.coolreader#122303:	   It was good before update to Android 4.3.. Note it's crashing on start :( 
org.coolreader#122306:	   Very good app.. But recently continuous crashing on lenovo p780... Please update 
org.coolreader#122311:	   Without any reason app stops all the time. I decided to give a chance to this app, but after the fifth crash I deleted it. 
org.coolreader#122323:	   One is it showing the coding and 2 I want smooth reading for the read aloud feature 3 load time fix these and I will give u 5 stars 
org.coolreader#122332:	   Used to love Coolreader, now have to find something else. All my books show up as HTML code or HTML formatting - this is not good. I can sometimes make it work by converting my mobi books into txt, but it's another step I shouldn't have to take. Author - Please fix. 
org.coolreader#122334:	   The latest updates have resulted in strange html-like formatting instructions appearing in the midst of my mobi format books text on my phone. It was a good reader and perhaps I could still use it, if I convert everything to epub format. However, I Just switched to a different reader and it works perfectly. It is sad when updates add bells and whistles, but fail to do the original main task correctly! 
org.coolreader#122335:	   It was my favorite app, but now I need find a new book reader because it makes the HTML tags visible on mobi's and will not save personal settings any more- Droid Razer HD 
org.coolreader#122337:	   App worked great before the recent updates. Seem to have a particular dislike of .mobi files since all either no longer open or open in encrypted non legible formats. The TTS my favorite feature will loop on the same paragraph forever. Hope these bugs get fixed. The app was very good untill all this. 
org.coolreader#122342:	   this is a good app has been for a long time the latest update has started to crash force close constantly 
org.coolreader#122351:	   Bugs galore 
org.coolreader#122357:	   All my books are showing up with  codes. It's a good app if this problem is fixed 
org.coolreader#122365:	   Still the best reading app for me but after last update lot of crashes detected :( Clear data and reinstall the app, almost no crashes, working like a charm :) 
org.coolreader#122371:	   Read loud becomes very slow in pace when phone is locked. Initially there was no such problem. I am using samsung galaxy core. Otherwise it is very good. 
org.coolreader#122373:	   I cannot use this app any longer on my mobi books. What a pity such a good app has been spoiled with no noticable gain anywhere else. Please give us a choice of returning to the old app. 
org.coolreader#122377:	   I used to love this app, but it suddenly doesn't read most the files it used to.. Please fix for the deserved 5 stars it had before 
org.coolreader#122378:	   Somehow when I tried to open , it showed an error of 'Unknown Document Format'. I've tried this with a number of  but it showed the same error. If this can be fixed, I'll rate a full 5 stars with donations. 
org.coolreader#122382:	   Best reader app I've used so far but the current update is messed up. My MOBI files are unreadable so please fix it soon before we move on to another app:( 
org.coolreader#122393:	   Couldn't even see it, as it crashed on the first intent to open. (EngelProjektDroid, BQ Curie) 
org.coolreader#122397:	   it cannot read pdb files.. please fix.. i like the read aloud function though.. 
org.coolreader#122398:	   This is by far the best and most versatile eReader app. Perfect for reading on the go and very customizable. Only issue so far is .mobi files showing as html code, but I trust this will be fixed in the next update. Totally recommended!! 
org.coolreader#122401:	   I initially downloaded this app cause I liked the capabilities of being able to support all different file extensions and languages. But the app just kept crashing. Not to mention the fact that trying to load my downloaded books onto the phone a difficult and long process. Sometimes, simple is better. THEN, when I actually started to read a book, it would crash every 2-5 pages. Forget about scrolling to a different page. CONSTANT crashing drove me crazy. UNINSTALLED! 
org.coolreader#122408:	   Why does this program keep stopping on me. If they could fix that it would be an awesome program 
org.coolreader#122411:	   Issues with fullscreen on KitKat 
org.coolreader#122420:	   I love this app however, I have noticed a problem when reading for a long period of time without creating a book mark ( i.e. returning to the main page). If you read 4 or 5 chapters of a book without returning to the main page, cool reader will generate a forced close message and abort. Then you need to open the book again and manually move to the page you were on. This looks like some kind of memory issue. I am on the latest release. 
org.coolreader#122426:	   After this new update, everything went to crap. I open a book and all I see is the formatting language. Books I have read and new books. Fix this and I give it 5 again. 
org.coolreader#122431:	   Works great! I love that I can read all my stories on it. Great customizations if font, background color, even the tap options. Also works great with IVONA text to speech. Only issue I've had is with it randomly switching from page view to scroll view, but that's very minor. 
org.coolreader#122435:	   I used to really love this reader but this newest release really messed up my .mobi files. The HTML tags appear on the screen, making everything look like gibberish. Ugh. Please fix this ASAP. 
org.coolreader#122443:	   The latest version cannot open mobi format books. 
org.coolreader#122444:	   This WAS the best reader app for Android. As of the last update the reader crashes out when ever a new document is opened via open file. This is true particularly for html type files. Please fix the fix. It was a 5 star but is now worth 1. As it is an old friend, I will give it 2. 
org.coolreader#122452:	   I think the update version would have more suppoted ebook. But instead go to page option is not work at all...and also the start up speed is extremely slow. I regret udating the reader. Now i will give only 3star but will give 5 star again if this issue is solved... 
org.coolreader#122455:	   Can't open anything without it quitting immediately. Useless. 
org.coolreader#122458:	   Almost perfect eccept pictures don't show well and have alignment problem. 
org.coolreader#122459:	   My review has the same concern as Dan Kern's, and I've sent a note about it to CoolReader support about the HTML code showing in some .mobi book files. This has been my favorite Android reader, but now I'm having to use the Moon+ reader because the HTML renders books unreadable with CoolReader. I'm hoping the next release fixes CR back to what it was, and I'll move it back to 5 star where it belongs! Update - my note to developer bounced because mailbox is full. Maybe others had the same idea... 
org.coolreader#122460:	   Recent updates caused crashes when opening certain books. 
org.coolreader#122463:	   After update can not get night mode to work properly. Just black on black. No effect after changing settings. 
org.coolreader#122469:	   Until I tried the read aloud option and it doesn't work like it used to it repeats every couple paragraphs in a loop like manner 
org.coolreader#122470:	   This App has been fine but something has happened to it on my Nexus 7 as some of the books are coming up with HTML codes in them making them unreadable. Please fix. 
org.coolreader#122471:	   I love this app, worked fine for ages, 5 stars. But then it started crashing while reading and losing the page I was on. Has happened 3 times tonight and is getting very annoying, I'm considering looking for another app to use instead. 
org.coolreader#122474:	   I hate whining in reviews but couldn't find an easy way to get support. Opened a new book and its now showing the page control codes making books unreadable. Another reader is showing them fine, but I'd rather use this one. 
org.coolreader#122480:	   One of the best but fix the bloody crashes already. 2 updates and still crashes 
org.coolreader#122482:	   Like others, since the last update my mobi format books now show all the formatting code as well as the text. Hoping this can be fixed quickly as this was by far the best up to then. 
org.coolreader#122493:	   This is one of the best eReader apps on the store. Love it, used for personal, business, technical reading. Sadly when I updated on Feb. 19, some, but not all mobi format books show as HTML code. In fairness, this is the first error I have seen with it, so hope the developer can find what is either corrupting some files or causing them to incorrectly render. Subsequent update after 2/20 did not resolve the issue. 
org.coolreader#122494:	   My kindle can now have a rest thanks. update, now shows format tags, can deal with the crashing but the tags are driving me mad. gotta go somwhere else until fixed. right bummer as i like this a lot. 
org.coolreader#122506:	   I have six readers, three of them paid apps and I prefer this free app. It always works. I use it daily and it has never crashed or lost the page. I would definitely recommend it. . 
org.coolreader#122512:	   The latest update keep causeing the reader to crash. 
org.coolreader#122514:	   2013/07/07: Crashes in ug_en.chm , the User's Guide for the Dell 2350dn Laser Printer: 1) When searching. 2) When advancing to the next page after page 18, 19 or 20. [ 1 Star ] 2014/02/19, Wed.: Fixed. [ 4 Stars ] 
org.coolreader#122515:	   From yesterday, facing crashes. Not able to open the lastbook. Opens to the manual. Needs urgent fix. 
org.coolreader#122541:	   Only comment is that while im reading it suddenly closes and when I open it again it opens to the last page prior to when it auto close. Example..I close the app when im on page 16 when I open it again it brought me to page 16 automatically. Then when im already in page 25 it auto close and when I open the app its on page 16 rather than 25. Its annoying especially as I dont memorize the pages so I have to browse the page when I last read b4 it forced close. Kindly fix. Add pdf reader, i'll donate.Thanx. 
org.coolreader#122552:	   This app is awesome,but i think the last patch broke something,the book i'm reading now was working fine this morning but now is unredable,bettwen lines some code-like text appers that represents idications about the hight or width of the page or font format,hope there's a fix soon,the book is mobi format in case it helps in finding the problem :) 
org.coolreader#122565:	   Issue has been resolved with latest update. Thanks 
org.coolreader#122584:	   Can read almost any document file extension.. But for some reason they left out pdf's please fix this. 
org.coolreader#122588:	   I've tried many e-readers on play store and this is the best app ever... it was one of the first fully functioning apps I've encountered and it has never had a problem on the many devices I've gone through... Look, Try and LOVE! <3 
org.coolreader#122590:	   FC every time while opening .chm files in samsung galaxy grand 2 running 4.3 Please fix this. 
org.coolreader#122599:	   I'm an avid reader. My first 'tablet' was actually the Nook Tablet. When it came time for me to get a more general purpose tablet, I knew I wanted a good reader app. I tried a number of other applications, but they all had one issue or another that made me continue my search. That search stopped here, and I'm ecstatic with the results. Cool Reader has all the customizability I could ever ask for, an easy-to-use interface, and all around the best reader app out there. From here on out, no matter what tablet I may get in the future, Cool Reader will be my first installation. 
org.coolreader#122619:	   Cool Reader crashed on me 40 minutes into Neal Stephensons Cryptonomicon. Maybe it was the lack of Internet access in our dentists office. I don't know, and I don't care. If you read long books, DONT rely on THIS! 
org.coolreader#122627:	   After trying out another free ebook reader and it failing to find the books that I put on my phone I found this wonderful app. No matter where you put the books on the phone, you can find and open them with this app. Truly the best app that I could have ever hoped for. Although the user interface is a bit tedious at first, it is definatly an app that is well above the rest. Thank you developers. 
org.coolreader#122641:	  Crashes 
org.coolreader#122655:	   I would use this but I use the TTS to read to me while commuting. The TTS has a very annoying problem. If the last sentence of a paragraph (or the only sentence of a paragraph) is a single word, the TTS does not read it. If a paragraph ends with a name (like "Mr. Smith."), the TTS reads "mister" but does not read "Smith". Dialog where the character responds only "yes" or "no" is impossible to follow. I emailed the dev with a very short example and a recording so that they could see (and hear) the problem and had no contact back. Good ebook reader, bad TTS reader, unresponsive developer. 
org.coolreader#122666:	   Almost perfect, the only issue I have found is that it sometime skips ahead several pages at a time instead of just one 
org.coolreader#122678:	   Great app. Reads from SD card w no problem. 5 stars if u fix the random annoying crashes 
org.coolreader#122679:	   Lost the brightness on my reading pages. No brightness adjustments could fix problem. Now i.'be got to find a another reader. 
org.coolreader#122686:	   Does not work. Uninstall it and install another chm reader is better. 
org.coolreader#122687:	   Awful app. Unpredictable, way too many options switched on by default. Crashes if you skip ahead more than a couple of pages. Jumps chapters due to obscure gestures. Not good for a nice, calm bedtime read! 
org.coolreader#122697:	   This used to be the best reader out there. But several changes have been made over the last year that made it more of a pain to use. For example, when you back out of a book, it no longer takes you to the directory your book was loaded from - now it takes you a useless home screen that you have to RENAVIGATE to the same folder that used to come up automatically. In addition, Cool Reader can no longer load ebooks located on the external sdcard. This has been known for some time, but nothing has been done about it. The email address given for the developer doesn't work, and he doesn't respond on the forums. If the developer won't properly support his app, find a better one. 
org.coolreader#122705:	   The app tries to filter PDFs out of catalog listings, but it's pointless since a PDF eBook's author, publisher, etc. will continue to appear in non-title catalog views (and then generate a "no listing" error when clicked). It'd be better to say "this isn't a regular eBook, do you want to download it or open with {list of PDF readers on your device}?" 
org.coolreader#122715:	   Not sure if it was my book file or this app., but the book i was reading decided to stop working and never open again. Anyway, I like the night mode which makes reading easy on the eyes. 
org.coolreader#122723:	   I reccomend not to download this piece of trash and ruin ur data packge it cant detect all the chapters of book and do not opens book further 22% 
org.coolreader#122729:	  The best reader on the market, last version has no any problem. 
org.coolreader#122732:	   But sometimes it won't open an epub file. I tried using other epub reader and open the same file and it worked good. And keeps shutting down while I was reading a file. Please fix this. I've been using this app for years, best reader app I could find. Please fix this. 
org.coolreader#122754:	   the lack of support for PDFs. This is the only reason I can't use this app, because my entire collection is in PDF format. 
org.coolreader#122764:	   Has . The upper side menu on a open book is too big but doesn't have all the buttons. The main menu is twisted as well i compare it with my Note 1. I think it is because of the bigger screen resolution. I hope you fix it soon. This is my favorite reader!!! I use it with my Nook too!!! 
org.coolreader#122767:	   It needs to support Japanese.. It just has these scary weird characters that aren't even part of any language. And it won't even open any of my other documents, it has an error. Sorry. 
org.coolreader#122770:	   I can't open books on SD card. When I try to browse it will only let me browse my internal storage. I have found no way of going in the upper directory, like/storage/, it just takes me back to the intro page. I'm sure I was able to do this in the past. 
org.coolreader#122771:	   The most pleasant apps so far... Still some small issues : when reading FDR files, some paragraph become unreadable code 
org.coolreader#122781:	   The title says it all. I still think Cool Reader beats both Kindle and Nook all to pieces, and I did indeed sell my Nook because of this app. BUT I'm knocking a star off because this thing is HARD on battery life... and that's true whether I'm using it on my Galaxy Note 8 or my phone (an S3), and it was true when I had it on my Galaxy Tab 7.0 Plus. If the developer can find a way to fix this, it'll once again get 5 stars, and I'll continue unabashedly praising it to the heavens. 
org.coolreader#122799:	   Files don't open 
org.coolreader#122802:	  Crashes all the time 
org.coolreader#122811:	  It crashed after 10 minutes use. 
org.coolreader#122815:	  crashes 
org.coolreader#122817:	   Was an excellent app until recent Android 4.1 update. Now crashes after a few pages and loses place. 
org.coolreader#122826:	   I like the app, for the most part but since the last update it crashes frequently and requires closing the program and clearing ram to proceed. Also, if I have to turn my phone off, it loses the book I am currently reading and I have to find the book and then find my place again. I would love to see this corrected - if so, I could rate higher. Galaxy S. 
org.coolreader#122828:	   Nice reader but it eats the battrry like there's no tomorrow. I have games installed that don't use this much battery. What does it need this much battery for? 
org.coolreader#122836:	   Tried 2 download rtf file on my Samsung galaxy s2 and it would not download at all. But on my iPhone, i have no problem at all downloading rtf file. Android needs 2 get this issue resolved. Besides i like my android but the iphone thumbs up on downloading files. 
org.coolreader#122840:	   Kept crashing and losing bookmark 
org.coolreader#122846:	   Fix read aloud so text would not be hidden behind buttons. Add better page flip animation. 
org.coolreader#122859:	   Been fixed all problems i had b4 
org.coolreader#122862:	   This is my favourite reader and I have it on all my devices. Only problem is it crashes a lot and on reopening goes back to last saved page. Annoying if you've read another 70 or 80 pages. Fix this for five stars 
org.coolreader#122898:	   Cannot open any prc file. 
org.coolreader#122901:	   I am really enjoying your reader so far. The layout is clean, and there is a good amount of features. A couple things I would like to see is the ability to pinch zoom on a page (if the option is there, I couldn't find it), and possibly speed up the page turns so its more fluid. Other than that, great job! 
org.coolreader#122920:	   Works well. Would be better with switchable menu settings ie basic & advanced. Full menu bit daunting when I first used. Only gripe is occasionally totally crashes out and doesn't save last page so have to rescroll. PITA if been reading for a while. 
org.coolreader#122924:	   The only problem I have is, bookmarks give trouble after you finish a book. 
org.coolreader#122926:	   This is the best reader I have found so far! However, I now cannot read any documents stored on my external SD card! :( Please fix this! 
org.coolreader#122937:	   Doesn't open the books on my galaxy tab 2 10.1. ............ 
org.coolreader#122938:	   This app doesn't find ANY of the pdfs or epubs I downloaded to my phone. Fix this! 
org.coolreader#122939:	   Crashes when I open a book. 
org.coolreader#122940:	   PDF files not open 
org.coolreader#122942:	   Yet it can't get right the basics, just cuts out every 5mins or so reading an needs restarting, frustratingly many pages previously. 
org.coolreader#122944:	   I downloaded cool reader but was not able to install figure 920 error appeared please what it the meaning I was using Techno F7 
org.coolreader#122945:	   Error loading on reading PDB... CANT READ PDB. 
org.coolreader#122946:	   had been using this app for a couple of months, and it was fantastic. However for the last month it has not been working great. It doesn't remember recent read books or even last read. When it does remember last read, it usually opens the book at the wrong page or at other times simply won't load the page at all and simply freezes. Please help! Iwant my fabulous reader back :) 
org.coolreader#122951:	   App is perfect aside from the one flaw with the free dictionary app not being recognized. No amount of reinstalling works. Please fix in update. Pretty please :) 
org.coolreader#122952:	   I have read all the positive comments about this software. Upon download, I cannot even open any of my chm files on my sony xperia tablet. Pls fix. 
org.coolreader#122954:	   Crash sometimes in newest version. Old versions work fine 
org.coolreader#122956:	   Text to speech function keeps looping the same page. Volume and rate slider is out of my screen on my nexus 7. Will amend my ratings if the developer would fix these problems. 
org.coolreader#122965:	   Very flexible application, it has all the settings I was looking for. And the most important, it also reads diacritics without problem, unlike the other 4 or 5 readers I've tested. Thank you for the great work! 
org.coolreader#122966:	   Could u please fix this? When i open it the first time it was ookay but now it closes.. I am using gt-p5100 
org.coolreader#122968:	   I always install this one after flashing stock rom or cusrom, from one device to another, never left it since i found. Never failed me to read epub. Very easy to use. Thank you very much. 
org.coolreader#122984:	   Could you please tell me the reson it can't run pdfs?Because most of my books are in pdf format 
org.coolreader#122993:	  I could not get this to work. Uninstalled. 
org.coolreader#122997:	   I really like this app, but sometimes when I press the next page/volume button, it keeps turning 3-12 pages on its own. The other problem is that it occaisonally gets stuck on a single book and even if I choose another book and read that for a while, when I close the app and then reopen it, it jumps back to a different book. Those only occur once in a while but they irritating when they do. 
org.coolreader#123001:	  The best. Better than mon reader it have much bugs but still the second best 
org.coolreader#123003:	   It crashes while reading. I don't know why but so.etimes when I turn pages it crashes and get me back to previous position when I reopen it. :-( please fix it. Otherwise perfect reader. 
org.coolreader#123005:	   I used to love this app...but today..I purchase a set of twilight novel...the prc file is appear when I tried to open it from this app...but it wont load it.."error while loading document" 1 star till this bug fixed 
org.coolreader#123008:	   I've been using Cool Reader for more than year and it crashes almost every reading session for fb2 books. Time to use another reader until crash issue is resolve. 
