com.ichi2.anki#170004:	  Someday After updating the Anki crashed 
com.ichi2.anki#172746:	   I love this app! I am in paramedic class and i have to study medications over thirty of them and it is in the same format class, indication ect. After the first ten or so it won't allow me to continue to write the cards that way i have to write it in a different way like caps or adding an extra letter which is very frustrating if this wad fixed this would be the best flashcard app ever 
com.ichi2.anki#172748:	   I've been using AnkiDroid daily for 6 months learning various topics. The software works great, only crashes when using the phone's Back button at odd times, but the data is safe nonetheless. It's very straightforward to use, and has almost full Anki functionality. Amazing for a free software, thank you guys. 
com.ichi2.anki#172750:	   Crashes literally every time I try and download a shared deck. 
com.ichi2.anki#172752:	   I'm sure this will get fixed soon and I would be happy to give 5 stars as it seems to be a very well polished product 
com.ichi2.anki#172760:	   As a former AnkiMobile user I was a bit cautious to switch to Android because I was not sure how well AnkiDroid would work. AnkiMobile is a paid app and thus support was expected. In case something went wrong with my decks I could always get it fixed by the developer. But it turns out that my fears were ungrounded with AnkiDroid. AnkiDroid has worked flawlessly in the past two months I have used it. Though I have purposefully tried not do anything complicated like adding media or even cards. I have mainly used it for reviewing and always closed the collection by exiting the app with the back button. If used simply for reviewing, filtering, searching and editing there should be no problems at all. I would say that AnkiDroid is on par with AnkiMobile. Maybe even better in some respects :D In short I am very impressed with AnkiDroid. Thank you to all the developers and contributors who spend their time improving it. Also a huge thanks to Damien Elmes. Anki is the number one reason anyone should get a smart phone. 
com.ichi2.anki#172774:	   Update: most problems seem fixed. a few bugs left. Changes on one deck's limits change other decks' limits. ********************************************************************************************* 
com.ichi2.anki#172777:	   It was good before the new version came out. I lost all my cards and can't seem to place it back. Edited: Everything got fixed in the newer version. Works great! Keep backups of course just in case with future upgrades. 
com.ichi2.anki#172778:	   The upgrade lost all of my cards and progress, and I wasn't able to see what was written on the new shared deck I downloaded. Says it will restore things now but it doesn't work. 
com.ichi2.anki#172784:	   This app works quite well and is easy to use. My o only issue is that since the recent upgrade I periodically have to reinstall it because the app will not open. 
com.ichi2.anki#172786:	   If you want a simple app for straight forward out of the box functionality, forget Ankidroid. For someone to have to spend more time learning an app and checking forums and the web for answers, it's better and faster to just waste paper and write it out. I'm sorry but this app maybe intuitive but it's not time effective. Couldn't find any answer as to why all my cards go out of order and once I finished a set, I couldn't find a quick way to just review over again. Used to memorize lines as an actor. Crapapp 
com.ichi2.anki#172794:	   This program was functional, which was good enough for me for a 5 star rating. But now I can't use it because it always tells me "filtering cards. Please wait." I wasted all the time making decks that are useless to me now. Also, it's too hard to sync between phone and desktop versions. Not intuitive at all. 
com.ichi2.anki#172800:	   very nice tool except crashing every time I start it. or it just taking forever to start. just killing the process and start cleanly every time seems to be OK though... 
com.ichi2.anki#172811:	   The new version instead of being I'm upgrade, it looks more like a downgrade. I can't do a custom study session because the selection tags doesn't work correctly. PLEASE fix that soon, I used to love Anki. 
com.ichi2.anki#172814:	   Galaxy II. Continually crashes now and is unusable, which is sad, because 1.0 worked AMAZING and never crashed once. I can get by on the browser and desktop, but ankidroid was great while it worked. 
com.ichi2.anki#172817:	   The import of decks fails half the time, when it is successful the cards goes to the wrong deck... too many bugs to be usable 
com.ichi2.anki#172828:	   An almost pitch-perfect clone of the awesome Anki 2.0 desktop version. However, there's a problem with the .apkg decks showing up when I'm using my PC to browse the AnkiDroid file in my phone. I can review my decks fine, but when I want to export them to my desktop, I can't find the file at all; all I see are dated files from before the 2.0 update. Still, it's a great app for any serious SRS user. 
com.ichi2.anki#172835:	   This app is only good for premade decks, and it's not really user friendly. It took me an hour to find out that just pushing the "synchronize" button won't get you synchronized with your desktop - you have to go to download> personal deck to manually download your decks. Not very intuitive, needs tutorials. And no picture input or voice record only text input. I'd give anything for a full-featured Anki app compatible with my Note's S-pen! 
com.ichi2.anki#172836:	   Now shared decks get an error and disappear each time you sync. Why does every upgrade make this app worse? 
com.ichi2.anki#172838:	   ankiweb on my galaxy s 2 is awesome. But on my nexus 7 I a always get 'network error' when trying to log in, sync, or sign up :'( 
com.ichi2.anki#172846:	   I love Anki. I started using it three years ago - it was sophisticated, yet simple and very powerful. In the application world there are three categories: Free, Well-Supported, Well-Developed. The magical unicorn applications are all three and are VERY few and far between. Anki is one of them. Hands down. Anki is incredible! (All the complaints seem to be from people who have issues with (1) their devices or (2) didn't read the upgrade instructions when upgrading from Anki 1 to the new, shiny Anki 2 fyi. Neophytes won't have any issues with Anki). 
com.ichi2.anki#172852:	   As above. Great program, looks great now. Ppl need to stop complaining about a free app that is not working due to their incompetence 
com.ichi2.anki#172861:	   Many error when try download shared decks 
com.ichi2.anki#172870:	   Works well. Great developer support. This is the best flash card system I've found. It's support for LaTeX is also a big plus that you won't find in other flash card systems. 
com.ichi2.anki#172872:	   Right now this app is the most used app on my phone and my tablet. I have a board exam and tons of study information to memorize, anki has helped me so much. P.s. There's lag switching to next cards on tablet. Can you fix that? 
com.ichi2.anki#172878:	   Help me a lot for learning German words. The only problem is that sync is not automatically done like in the desktop version. 
com.ichi2.anki#172887:	   The app takes way too long to load I'm waiting nearly 5 mins and it still won't even open. Please fix this because it is a great app otherwise 
com.ichi2.anki#172888:	   Especially good for learning languages! You'll find many premade decks with flashcards to build up your language or learn from scratch...(Spanish, German, French, you name it!) Very nice User Interface too with graphs. Nice how it works and repeats the words every now and then so you don't forget (the more you hit you guessed the word, the longer the time till it shows it again for you to recall it. I know what app to use on the bus on when I want to kill time and "grow neurons" :P I use it every day since a week or so, I love it! Sync`s pretty well too, sometimes it fails but you try later and it always works. 5 Stars! 
com.ichi2.anki#172893:	   I really want this app to work, because no other ones let you rate how well you know a term. However, they really need to find a better way to sync things. The server is "too busy" too often, and when you do get to sync, it takes too long. Not to mention that the switching over to the new version is overly complicated. I went to a different flash card app. But fix these things an I'll come back. 
com.ichi2.anki#172895:	   The app has a good interface, it has a clean look that does not hamper studying. But anytime i try to sync my device, it always say " The time of your device is different than that of the server by 1816 sec; unable to sync." Is there something that I should do? It was my first time using this app. Overall, I agree to most users that it really helps in studying. Please help with the sync error! 
com.ichi2.anki#172898:	   Anki has become an indispensable learning tool in preparing for my exams as a medical student. wherever my phone goes, ALL my flashcards go, to. The recently updated interface is much cleaner and easier to navigate. For users who are worried about upgrading & migrating their decks to the new version, I followed the simple instructions in the link provided in the description above, and all of my decks transferred without a problem. 
com.ichi2.anki#172899:	   It was a great app, but after updating to the new version I lost all data and cannot sync with server because of time zone difference 
com.ichi2.anki#172904:	  Love this app, but I get errors every time I try and download to my phone. HTC Incredible 
com.ichi2.anki#172905:	   This cross platform system works without any problems allowing my to type up notes with my laptop & to bring them anywhere with me in my pocket. Anki also manages how much you have to review per card while you focus on reviewing. 
com.ichi2.anki#172912:	   Update problems have been ongoing, as others have noted. Decks suddenly become unavailable. Ridiculous. 
com.ichi2.anki#172917:	   I have it installed on my nexus 7 and nexus 4. The Anki desktop version is a must for doing the initial hard work. The adopts themselves work fine but a bit limited compared to the desktop version, and a bit buggy at times. The interface is not the most user friendly and has a step learning curve trying to find everything. However it is the most useful app on my devices and enjoying memorising new languages. I hope the sync bugs will be resolved soon and the user interface improves. 
com.ichi2.anki#172920:	   I cannot find one way to create cards my computer. I went with a program that I could create cards easily in a Web based format instead of on my phone. 
com.ichi2.anki#172921:	   I generally expect huge warning signs before an update eats two hours if my life. I am busy. Don't have the time. Don't use these decks on my pc. I hope this software crashes and burns and is replaced by someone who puts in a little forethought towards their users. 
com.ichi2.anki#172922:	   Scheduling isn't by time like one would expect. It says 3 hours sure. But really it just puts it at the back of the review deck and if - for example - there were only 2 cards, you would see the card in 2 seconds. Also, if you have a TON of cards anki bugs out and forgets to schedule your review cards and you don't see the bugged reviews until you are done studying, completely causing you to forget those cards. 
com.ichi2.anki#172925:	   I haven't downloaded the latest version yet, but the app is awesome. This was exactly what I was looking for. Rarely do I come across an app, which does everything that is required. Thumbs Up from me 
com.ichi2.anki#172926:	   This app was great initially but I think after the update isn't as impressive. Even though I changed the settings to randomize my cards, it still quizzes me in the order I inputted them. Also I have to keep changing the whiteboard settings before I start reviewing each time now. Yeah I lost my decks too, but that's not my complaint. Error messages show each time i open the app too. Please fix these issues :( I downloaded another flashcard app to replace this one. 
com.ichi2.anki#172928:	   Anki used to work much better before the upgrade to 2.0. Migration of old decks to 2.0 was easy just following directions. However, in the previous version I could easily review only marked cards, that option seems to be gone or is hidden behind too many steps but I cannot find a way. Sync is also broken, now my tablet states the time of my device is "3619 seconds different than that of the server." It's easier to shop for a new app than to spend hours wading through old, outdated irrelevant forum posts to try and fix what used to work perfectly fine. 
com.ichi2.anki#172930:	   Updated to 2.0 and the program crashes before it runs! Horrible! 
com.ichi2.anki#172939:	   The newly designed interface is gorgeous, and there are less bugs compared to before. BUT the settings have become much more complicated and confusing, making it more difficult to use my flashcards effectively. 
com.ichi2.anki#172940:	   First it refused to migrate any decks from the old cloud, which could be worked around by processing the decks in the desktop Anki2. Then it totally failed to sync a brand new deck from Ankiweb, and even deleted all my cards from there for good measure. I was able to recover the card text from the notes table in the phone db at least. Not sure how this can all be so broken? 
com.ichi2.anki#172956:	   Finally, after months of waiting, I don't need to be stuck with my computer to memorized those words. Even though the media is not working, it's still a promising app. Keep up the good work!! 
com.ichi2.anki#172961:	   Since the newest update, I lost all of the cards that I spent hours inputting! The import won't work because all of my old cards are no longer compatible! 
com.ichi2.anki#172965:	   Love the app, it gave a nice boost to my progress of learning german. Unfortunately the night mode doen't work since replaced latest 2.0 beta updated with stable 2.0 update offered by google play. 
com.ichi2.anki#172984:	   Liked it on comp, makes sense on phone, but couldn't load decks 
com.ichi2.anki#172993:	   Has great potential but could not get any of it on my Samsung galaxy nexus. Couldn't create deck or edit when it was going wrong. Would not let me create an account online from my phone and kept freezing up. If it works correctly I would install again but not it is =( 
com.ichi2.anki#173001:	   It says "can't access the sd card". All other apps seem to happy with the sd card... 
com.ichi2.anki#173017:	   If your device does not have sd external storage you can't use this version. The beta on their site works fine though. The sync feature and card library are very useful. 
com.ichi2.anki#173021:	   At the beginning, i think it was a great and free app, but the app has always some bugs and i lost 2000 flash card 2 times, Very bad!!! 
com.ichi2.anki#173028:	   Occasionally an error but every app does, the best flashcard program I've ever used. The sync from my computer to phone makes it easy to make and use the cards.. totally recommend it! 
com.ichi2.anki#173034:	   Good for the desktop, but sucks for the droid. It has major syncing problems. 
com.ichi2.anki#173037:	   It used to be irreplaceable and i used it every day. About half a year ago, the UI update messed up widgets and calculation of cards for me. Now for about two months i haven't been able to review any cards - the app crashes EVERY TIME. I sent many error reports and they always come back with "known issue, pending investigation". Well, why don't you investigate a little FASTER, please, because this is quite a serious issue to have. The UI is also buggy - the "help" button is just a black square for me for example and the usability in general is hit-and-miss. I've been experiencing these and other issues for way too long with the developer seeminbgly paying zero attention to them and I think it's time to find an alternative. SGS3 
com.ichi2.anki#173038:	   Thanks! But last few times in didn' work correct ( Didn't syncgronize. It's closed with lots of mistakes. 
com.ichi2.anki#173041:	   I was studying my 130 flash cards that i made the night before a test and the app crashed and deleted my deck and the back up deck is corrupted. No one should get this app it is the worst i have ever seen 
com.ichi2.anki#173049:	   I really love the first version of Anki and I've been using it nonstop to teach myself swahili by using pictures, sound files and just direct word to word translations, and my daughter has been using it to study for her anatomy tests. I whip out my phone in long grocery store lines and study a quick 10 cards here or there. I love the functionality, the ease of use and the tracking system. I made the mistake of downloading Anki 2 because they disabled the deck sharing for the original version. I should have left well enough alone! Anki 2 is like a house in the process of being built: it's got a foundation and some exposed studs and beams, but no working bathroom, kitchen or electricity. Essentially it's a shell of its former self. Unusable. Well, says I, I'll just revert back to Anki 1 and wait until they have a full working version. So I reverted (all my painstakingly constructed decks are backed up) but it will no longer let me add cards, make revisions or sync. It no longer recognizes my log in creds. Continuing the house analogy, it's like I came back to my old home to find the locks changed. Very sad, Anki. Very sad. 
com.ichi2.anki#173051:	   It took a while to get them working on my computer but how the heck do I solve this issue on my phone 
com.ichi2.anki#173056:	   shows error "can't find sd card" after start. 
com.ichi2.anki#173059:	   Doesn't sync anything at all. 
com.ichi2.anki#173062:	   Found this through trying to learn jap. I even make my own deck to deepen my Chinese and English. But there is a problem with my HTC one V now, error report keep appearing after screen locks. 
com.ichi2.anki#173064:	   It works great. I don't have an issue with this at all 
com.ichi2.anki#173065:	   Almost perfect and new beta version is beautiful. However enabling TTS for a single side and being able to set a default language without needing to reselect on each card would be great. Additionally a list review showing both questions and answers needs to be added. Other than these issues, its great. 
com.ichi2.anki#173067:	   This usually works very well. However recently I have had issues with it syncing and updating on both my computer and anki mobile. Otherwise, it has been great. I really appreciate all of the hard work they put into it, and for free! The ios version is much more expensive, so I am glad to have such giving people work on an Android version. Thanks again! 
com.ichi2.anki#173070:	  Great but i could not get sound to work 
com.ichi2.anki#173074:	   I've tried multiple times to use it on my 700T and every time I get the same problem... It fails on the first card in any deck. And after submitting the problem I always get the same "known problem" response. 
com.ichi2.anki#173076:	   I love anki, but the apps simply crashes every time I open a deck. This is on a galaxy note with ice cream sandwich. 
com.ichi2.anki#173077:	   Used to work great, recently has been crashing when opening any deck. SGS3 
com.ichi2.anki#173085:	   It keeps crashing. Please fix it. 
com.ichi2.anki#173091:	  I'll say this. This use to work perfectly. I haven't used it in a while but once I did, every time I try to download a new deck it crashes. HTC EVO 
com.ichi2.anki#173097:	   the only issue with 1.2beta17 I have it is not able to use two SVOX tts voices for front and back respectively. When app first assigns languages to card sides it does not list Russian svox voice(which is installed and working fine). 
com.ichi2.anki#173107:	   I love Anki. It isn't the most intuitive when you first start, but this is an app that I used for almost 1 hour every day. Who cares that it was a little difficult at first. The best part of the app is syncing online between my phone and computers, but you have to remember to sync or you could find yourself repeating. Could give up sliced bread but not Anki - even with issues it is an easy 5 
com.ichi2.anki#173110:	   I wanted a flashcard app that uses multiple sides, easy import from quizzlet and flashcardexchange, and would allow me to freely write on a card to test my knowledge instead of just thinking the answer. I didn't get multiple sides, but I got most everything else I wanted. Having the program on my desktop boosts the rating. Takes a little while to get use to it, but the more I use it, the more I like it. 
com.ichi2.anki#173112:	   On startup complains that internal storage is missing, and after that crashes every time a review is started. 
com.ichi2.anki#173115:	   A few bugs but great way to organize, diseases and drugs for medical school 
com.ichi2.anki#173121:	   I cannot use this app on my galaxy nexus because it tells me that there is no SD card. This is true but there is an SD partition. If support is added I will change this rating 
com.ichi2.anki#173122:	   Spent all day writing flashcards, and they won't sync. Received no help when I reported the bug, and I still remain gridlocked with decks that won't sync to my Galaxy nexus. Don't waste your time, wait for the devs to get their acts together, which I hope they do- soon. 
com.ichi2.anki#173124:	   Wouldnt even let me move on to the next question! Gave me an error message every time! 
com.ichi2.anki#173128:	   1. No Goggle Docs import. 2. Don't like being herded and forced to use online site. 3. No immediate re-test and review of wrong answers in Cram. 4. It's "algorithm" based learning theory doesn't work well for large quantities of data. Like a language deck of 5,000 cards. Because wrong answers come back up randomly, versus assessing and reviewing all wrong answers together, and retesting them together as an option. If you need to do an assessment exam, that simulates the real quiz, Anki isn't the best. 
com.ichi2.anki#173130:	   I was able to make jumpmaster school flash cards and share them with otherstudents after they downloaded the app. Had some issues uploading the file to the ankidroid database, but I emailed the file to all my fellow students and that worked too. 
com.ichi2.anki#173134:	   ...feature? Don't like deleting a card to correct a small error. 
com.ichi2.anki#173141:	   Can't get it to sync with my online account/laptop. 
com.ichi2.anki#173158:	   I used this app for some time now and I can say that it helps a lot with my studying. Nevertheless, there some bugs that should be fixed: 1. When modifying decks on server and phone the same time, I get a message which indicates a conflict and let me choose which one to keep. Now what if I wanna keep both? I think merging should be that difficult to implement and it's aboat time to have it. I downloaded this app months ago... 2. Sometimes I get cards that show me insane time periods, like one month, 2 month 
com.ichi2.anki#173165:	   Love this app, but I wish there was a way to change the failed card handling here instead of having to do it on the computer. Plus the new update won't let me download my personal decks 
com.ichi2.anki#173166:	   Beta has new bugs 
com.ichi2.anki#173174:	   A few syncing bugs now and then but this is a great service for language learning. 
com.ichi2.anki#173178:	   There's something wrong when i sync my media data. All data are uploaded by dropbox, but anki only downloaded few cards then appear an error alert. Pls fix it. Thanks 
com.ichi2.anki#173181:	   If you need to memorize a large amount of info, look no more. Spaced Repetition System shows more often failed cards and less often those you remember the better, this way you'll optimize your learning time. Widely used for language learning. Plenty of pre-made decks for all kind of subjects or you can make you own. 
com.ichi2.anki#173186:	   I had given the app a poor rating when the pictures were failing to show up so it's only fair that I re-rate the app accordingly now that this is rectified. Great service for memorization. 
com.ichi2.anki#173187:	   Upgrade to 5 stars after that nasty synch bug was fixed. Incredibly useful, thank you so much for this! 
com.ichi2.anki#173190:	   There is a really annoying notification that you can't remove when using this app. Other than that its great. 
com.ichi2.anki#173198:	   Little to no help in fixing the issue. 
com.ichi2.anki#173202:	   Really great app. Never had a problem with it and I use it nearly every day 
com.ichi2.anki#173212:	  Awesome! Don't forget to donate if you like this!! 
com.ichi2.anki#173216:	   Thx for working hard to fix the last version - it kept crashing evry time i tried to download my decks. Am so happy to be able to use my flashcards on my phone again - appreciate yr time & effort in supporting ths awesome app! 
com.ichi2.anki#173217:	   I like this app, but this update keeps showing up that says 'only update if you are having specific problems' I'm not, and some people say the update causes crashes. This should be fixed. 
com.ichi2.anki#173220:	   Love the app but there is this error that prevents me from downloading shared decks 
com.ichi2.anki#173225:	   Works fantastic, unfortunately audio doesn't work. 
com.ichi2.anki#173226:	   The app is perfect, using it daily. However, the last update comes with a performance issue: showing the answer of a question takes pretty long now (was instantly). Please fix it! 
com.ichi2.anki#173231:	   They got to the bottom of the problem I had very quickly and addressed it! Now the app works perfectly 
com.ichi2.anki#173236:	   very good app and useful, sometimes crashes on sync though if the deck is empty. Also very good that it is supported on all major operating systems. 
com.ichi2.anki#173240:	   Bug was fixed. Best Flashcard app out there. 
com.ichi2.anki#173246:	   Sorry about previous reviews, first was Ankidroid's fault but they fixed it, second was me having bad settings in my dropbox. Very useful tool for being able to learn things on the go. 
com.ichi2.anki#173248:	   Worked perfectly until the latest update. Syncing doesn't work and attempting to download a deck causes the app to crash. Please fix this so that I can update this review to the five stars I think it should have. 
com.ichi2.anki#173251:	   Wow I had just mentioned the other of the problems with the last backup after having just created an account online and now it's fixed... Devs are quick THANK YOU SO MUCH for such a wonderfully useful app ^_^ 
com.ichi2.anki#173252:	   Tthanks for the fixes, now it works great. One of the best app. Use it a lot! 
com.ichi2.anki#173254:	   The best flashcard app. I've been using it to study Thai. However, I can't get sounds or images to work on Android. 
com.ichi2.anki#173258:	   Love this app but it was crashing. Update fixed it. Thanks! 
com.ichi2.anki#173259:	   Update fixed everything, love it, works like a dream! 
com.ichi2.anki#173261:	   Latest update seems to have fixed my force close issues... now lets see how well it works :-) 
com.ichi2.anki#173262:	   Latest update fix crashing! 5* 
com.ichi2.anki#173265:	   Please fix this crush when you try downloading personal deck... 
com.ichi2.anki#173266:	   Please update... an error occuring when i try to download shared decks 
com.ichi2.anki#173267:	   This app is great for studying, but is totally useless since the last update...taking too long to fix! 
com.ichi2.anki#173269:	   Seems the shared deck feature isn't working. :-( 
com.ichi2.anki#173271:	    crash crash 
com.ichi2.anki#173272:	   Different than the one I had before. Can not use at all 
com.ichi2.anki#173273:	   A good app overall, but why does the app auto close whenever i sync a deck with new cards containing images/media? I then have to reopen the app and download missing media. Crashes when trying to download a new deck. Having the same 1.1.1 problems as other users 
com.ichi2.anki#173274:	   I was looking forward to using Anki for the first time, but am extremely disappointed that it crashes when I attempt to create a deck, and won't connect to Shared Decks for me to download. Hope they get it running soon with an update, because until then it's useless. 
com.ichi2.anki#173275:	   Program gives network error when trying to download decks. And it crashes on s2 
com.ichi2.anki#173276:	   Getting decks to sync correctly takes a monk's like patience. If I hadn't used it a long time ago and seen the many good reviews, I would have just assumed that the program just does not work. I have not been able to download personal or shared decks for weeks, which has really set back my language learning goals. I understand that the program is developed by one person. I really appreciate his hard work. I think, perhaps, he should seek outside help to quickly fix errors when they occur. 
com.ichi2.anki#173277:	   New patch broke it! Hope its fixed soon 
com.ichi2.anki#173278:	   App has a lot of features, that so-so work. Unfortunately for the last week or so, havent been able to load decks. Nice feature about the app is that there is a desktop client to do data entry. I have finals and wish I would have known that I wouldn't be able to transfer the decks to my mobile before I spetnt so much time entering the data. I have submitted NUMEROUS bugs, and each time it states its a known issue. Bad timing before the end of the term. will rate higher if this gets fixed, but the app is useless if you can't load decks 
com.ichi2.anki#173281:	   Can't download any decks as a new user 
com.ichi2.anki#173282:	   Love the app, but until the last patch that broke it gets fixed, it's getting a 1/5 from me. Can't make or download new decks because of force closing. Shouldn't this have been fixed by now? 
com.ichi2.anki#173284:	   This is a fantastic app but they must fix downloading the shared decks issue 
com.ichi2.anki#173285:	   Toshiba Thrive users should stick with ver. 1.1. Version 1.1.1 crashes on deck downloads and editing. 
com.ichi2.anki#173286:	   I haved loved using this program until recently, now can't download any decks and it is really frustrating. 
com.ichi2.anki#173288:	   It comes with a tutorial deck that I did not plan to study. But when I try download my personal decks, my phone immediately vibrates then crashes... every time. Doesn't appear to work with samsung galaxy yet. 
com.ichi2.anki#173290:	  App keeps crashing after the update. 
com.ichi2.anki#173291:	   So many bugs in my Samsung Galaxy S x(. Lost all my decks (and study progression >.<), and now it crashes every time I try to give a name to a new deck... Its a shame x( 
com.ichi2.anki#173292:	   Always force closes on my HTC Desire S. Always crashing. Awful. 
com.ichi2.anki#173293:	   Anki is absolutely great. Just skip the 1.1.1 upgrade, otherwise it will crash when downloading decks. If needed, you can downgrade using the 1.1 version from their website. 
com.ichi2.anki#173294:	   Can't do anything with this app outside of the tutorial. All it does is crash. 
com.ichi2.anki#173295:	   I love this app! Simple and useful. Still a few minor bugs tho... 
com.ichi2.anki#173296:	   I just installed the app, however, I'm not able to download any decks, the program gets crashed. Otherwise, seems to be a good one. 
com.ichi2.anki#173298:	   Used to love it, but keep gettin insufficient storage errors on the update (despite 500 mb free on phone and 1 GB free on flash) 
com.ichi2.anki#173299:	   The counting time was reset when I change from vertical view to horizontal view, or from horizontal view to vertical view. Please fix it. 
com.ichi2.anki#173300:	   I love the program also. With the older version I downloaded a shared deck and was enjoying studying. I was however having problems getting images to appear for cards that I created and at a last resort I decided to upgrade, though it mentioned nothing of fixing my problem, but I figured I would still download it just in case. BAD idea............ I can't download personal decks as I get a force close error and I also can't download shared decks either. I hope a fix is issued immediately. 
com.ichi2.anki#173301:	   It crashes when adding personal deck. It's useless for that! 
com.ichi2.anki#173303:	   Can't download shared decks. Nexus one 2.3 
com.ichi2.anki#173305:	   But now can't get personal decks 
com.ichi2.anki#173307:	   There is a problem with the new update, there is coding error in java that is causing it to crash when you try to download a deck and mades public decks inaccessible. Love the program, shouldn't have updated... 
com.ichi2.anki#173308:	   Whenever I try to either create or download a deck, the app crashes. 
com.ichi2.anki#173309:	   They really want you to upload your deck. Everytime I even tried to create my own, they system stopped on me. I don't care for reporting the problem, I don't want one to happen from the beggining. 
com.ichi2.anki#173313:	   This is a terrific tool for studying, and I eagerly await the next version. The interface is often clunky, with sections and features tucked away in unintuitive places. I also have been experiencing full-on crashes nearly every time I try to browse shared decks. Thank you for this product; keep improving it, and I'll keep using it! 
com.ichi2.anki#173321:	   Great idea! Hope to improvr my chinese by using this app. 5 stars if the force close problem fixed. 
com.ichi2.anki#173323:	   Thought I had found a good App That lets me make my own flashcards. Was prompted to have an account so it can sync to my App however it will not sync. What is the point? 
com.ichi2.anki#173328:	   Works great on my Xoom. Always has. oh, wait... they added a feature I don't use? Better change my rating to a one. Force closes? Must be the app. Couldnt be all that porn I downloaded. Zero. Some of the logic people use to rate apps defies explanation. 
com.ichi2.anki#173332:	   Downloaded 1 deck and crashed / force closed on Galaxy Android. Trying on PC but disappointed with results on phone 
com.ichi2.anki#173333:	   Really has never failed me after3 years of use 
com.ichi2.anki#173335:	   I don't get it. The droid interface is not bad, but the desktop application and AnkiWeb are extremely cumbersome. Looking for a flashcard reader I can share among platforms and users was a HUGE time waster! The AnkiWeb is awful, how do you change deck names? The desktop app is awful, I want to import and it has to be in UTF-8 from a CSV. Why? And, then I exported and the darn export file is LOCKED? What's up w/ that? Also, the cards available from the 'community' for I wanted was limited to none! I found more on anymemo or another one. But, I don't like those either, I digress. I would say that I do like the interface and the algorithm that Ankidroid uses on my droid phone. there was one other flashcard program where you could only go through the cards sequentially and you had to slide them. I'll get carpal tunnel from all the sliding, so Anki is better there. In all, I don't get the 4.5 average stars, maybe 2. the time invested and lack of intuitive feel is excruciating. Steve Jobs would fire you... 
com.ichi2.anki#173337:	   Doesn't work on ICS. Needs update! 
com.ichi2.anki#173341:	   Samsung Captivate CM9-4-19-2012 After selecting each time of next occurrence it crashes and loads an error reporting screen. After submitting an error report it states the error is known. The windows app is awesome though. 
com.ichi2.anki#173343:	   crashes a lot, can't view images on flash cards, this might be a nexus issue due to it having a virtual sdcard, sometimes get an error saying can't read from sdcard or images are just blank...will give five once issues resolved 
com.ichi2.anki#173348:	   I did not download this to learn about capitals. It seems like you are stuck on getting cards from them. It doesnt give a clean indicator of how to create your own set of flash cards. They use git as their repository. That is about the, most unintuitive application there is.... says something about the developers. 
com.ichi2.anki#173350:	   Anki has actually revolutionized my study habits. Seriously. When studying, I come up with a long list of questions using Anki desktop, sync with Anki online and then review on my phone whenever I have a chance so there is no excuse to never study because my phone is always with me. Thank you Anki for helping my grades! 
com.ichi2.anki#173353:	   Cool app, but it has bugs. A error window often occurs. 
com.ichi2.anki#173358:	  Excellent. I use this every day on a Asus Transformer TF201 tablet, works great with spoken French & English translation. Odd times the 1st card fails with the text to speech, but then it seems to work fine. 
com.ichi2.anki#173360:	   After creating my deck I reviewed about 4 cards and it started coming up with errors and saying my deck was corrupted. Tried again and my deck was gone. Seems like it would be awesome if it worked. 
com.ichi2.anki#173362:	   Repeatedly crashes when I try to add a card. Nexus 
com.ichi2.anki#173364:	   I got the most recent update a few weeks ago. For one of my decks I allowed the # of cards due to grow a bit. I've done this before without issue so I finally decided to review my deck today. In the middle of reviewing, my deck got corrupted. Repairing the deck failed so I dl'ed again from the server. Now Anki stays stuck on the same card unless I choose "Show Again" -- had Anki for 18+ mo. and AnkiDroid for 6+ mo. This problem is a first for me, but disconcerting nonetheless. DROIDX. 
com.ichi2.anki#173373:	   But I can't get the widget??? It doesn't show. Been waiting for the widget to work again. Moto d2g 
com.ichi2.anki#173380:	  Syncing is there but doesn't work properly, its on the way to being great, but not yet 
com.ichi2.anki#173383:	   Since last update the Android light and dark themes look strange. In the loading popular text is white on white so it's not readable, and similar issues. Please fix. 
com.ichi2.anki#173407:	   I've been using Anki for over two years now and have become progressively more impressed with it as it's matured. Only problem I ever had with FCs ended up being a problem with my SD card being corrupted, and I've used it on Froyo, Gingerbread, and ICS devices. It's currently running flawlessly on my Galaxy Nexus. I love the fact that there are so many options for customizing cards/reviews, although finding all the relevant features can be overwhelming after a major upgrade since things are sometimes relocated to totally new locations in the interface. One gripe is that syncing is manual. I'd really appreciate an auto-sync feature that would update the cloud copy on completing a session or exiting the app. But what's really great is the Japanese plugin in the associated desktop application that autogenerates the furigana readings for kanji flashcards. It makes creation of japanese vocabulary cards extremely fast and simple on a WinPC. ...in fact, that's my only remaining criticism of AnkiDroid...being that I've started using an Android tab as a laptop replacement, I'd really love seeing a similar feature available for the card creator in AnkiDroid. 
